listing_id,coe_text
1024188,(8yrs 10mths 16days COE left)                            
1015308,(9yrs 8mths 19days COE left)                            
1012121,(3yrs 4mths 3days COE left)                            
1022327,(7yrs 6mths 5days COE left)                            
1029328,(8yrs 11mths 5days COE left)                            
1021591,(5yrs 5mths 13days COE left)                            
984909,(6yrs 5mths 6days COE left)                            
973133,(5yrs 7mths 27days COE left)                            
925502,(8yrs 11mths 5days COE left)                            
1006148,(5yrs 9mths 7days COE left)                            
1024753,(8yrs 10mths 20days COE left)                            
992470,(7yrs 5mths 28days COE left)                            
1029416,(6yrs 1mth 4days COE left)                            
1004409,(5yrs 8mths 10days COE left)                            
1028651,(3yrs 2mths 17days COE left)                            
981786,(5yrs 13days COE left)                            
1025474,(4yrs 10mths 11days COE left)                            
1021848,(8yrs 16days COE left)                            
1025475,(6yrs 2mths 1day COE left)                            
1007014,(9yrs 7mths 23days COE left)                            
1008163,(9yrs 1day COE left)                            
1008365,(8yrs 4days COE left)                            
1000094,(3yrs 3mths 16days COE left)                            
997526,(2yrs 10mths 21days COE left)                            
1008311,(9yrs 7mths 30days COE left)                            
1000466,(3yrs 3mths 2days COE left)                            
1022413,(9yrs 6mths 29days COE left)                            
1028910,(9yrs 9mths 23days COE left)                            
926542,(3yrs 7mths 24days COE left)                            
1020894,(8yrs 8mths 20days COE left)                            
1017720,(4yrs 5mths 3days COE left)                            
994675,(6yrs 11mths 22days COE left)                            
1011024,(9yrs 6mths 5days COE left)                            
1028027,(4yrs 7mths 11days COE left)                            
992473,(4yrs 5mths 5days COE left)                            
1028463,(8yrs 11mths 5days COE left)                            
1016002,(9yrs 8mths 25days COE left)                            
1025995,(2yrs 2mths 6days COE left)                            
1030637,(8yrs 2mths 18days COE left)                            
1023881,(2yrs 10mths  COE left)                            
1003302,(2yrs 7mths 18days COE left)                            
1027455,(5yrs 4mths 4days COE left)                            
1027594,(7yrs 6mths 28days COE left)                            
991065,(6yrs 7mths 5days COE left)                            
1022145,(1yr 9mths 6days COE left)                            
1012988,(7yrs 11mths 2days COE left)                            
1000645,(7yrs 8mths 29days COE left)                            
943162,(5yrs 8mths 18days COE left)                            
993920,(6mths 1day COE left)                            
1017807,(5yrs 9mths 6days COE left)                            
1019188,(4yrs 4days COE left)                            
1022621,(14days COE left)                            
998176,(4yrs 8mths 29days COE left)                            
1016977,(6yrs 9days COE left)                            
1031023,(1yr 10mths 24days COE left)                            
1030352,(5yrs 23days COE left)                            
1029566,(2yrs 4mths 24days COE left)                            
1026911,(7yrs 6mths  COE left)                            
1027731,(8yrs 9mths 24days COE left)                            
1026827,(6yrs 2mths 1day COE left)                            
1019424,(9yrs 9days COE left)                            
1023717,(10mths 6days COE left)                            
1030100,(5yrs 11mths 20days COE left)                            
1019444,(4yrs 11mths  COE left)                            
1013248,(5yrs 3mths 21days COE left)                            
1015073,(9yrs 1mth 14days COE left)                            
1030970,(7yrs 5mths 28days COE left)                            
1021391,(7yrs 7mths 5days COE left)                            
1018413,(5yrs 1mth 12days COE left)                            
1025360,(2yrs 4mths 23days COE left)                            
1016824,(4yrs 4mths 24days COE left)                            
958257,(9yrs 2mths 5days COE left)                            
1008209,(5yrs 2mths 9days COE left)                            
1018499,(6yrs 1mth 4days COE left)                            
1001333,(7yrs 2mths 27days COE left)                            
995143,(7yrs 2mths 28days COE left)                            
1017567,(9yrs 3mths 6days COE left)                            
990441,(2yrs 7mths 22days COE left)                            
1024238,
1022825,(8yrs 2mths 18days COE left)                            
1022461,(9yrs 11mths 5days COE left)                            
893751,(4yrs 9mths 4days COE left)                            
1009646,(1yr 5mths 13days COE left)                            
1029040,(5yrs 22days COE left)                            
1027837,(5yrs 9mths 30days COE left)                            
985061,(3yrs 6mths 3days COE left)                            
1028132,(5yrs 6mths 19days COE left)                            
1021362,(5yrs 5mths 2days COE left)                            
993773,(4yrs 24days COE left)                            
1001996,(4yrs 3mths 3days COE left)                            
1028108,(2yrs 4mths 8days COE left)                            
982513,(4yrs 16days COE left)                            
972422,(5yrs 10mths 3days COE left)                            
1017211,(10yrs  COE left)                            
963375,"
								N.A.                            "
1021987,(5yrs 2mths 24days COE left)                            
1022886,(5yrs  COE left)                            
1000917,(6yrs 7mths 2days COE left)                            
1024530,(9yrs 9mths 25days COE left)                            
1012012,(2yrs 3mths 6days COE left)                            
1026747,(8yrs 3mths 30days COE left)                            
1002661,(4yrs 10mths 6days COE left)                            
1025488,(9yrs 9mths 24days COE left)                            
1023937,(10yrs  COE left)                            
1021507,(9yrs 9mths 8days COE left)                            
1021442,(4yrs 11mths 2days COE left)                            
1024516,(8yrs 6mths 5days COE left)                            
1020767,(2yrs 2mths 13days COE left)                            
1027142,(6yrs 4mths 17days COE left)                            
962117,(7yrs 5mths 8days COE left)                            
1021435,(8yrs 10mths 2days COE left)                            
1007322,(10yrs  COE left)                            
964096,(6yrs 9mths 26days COE left)                            
989187,(5yrs 7mths 18days COE left)                            
1023724,(2yrs 13days COE left)                            
1020665,(6yrs 5mths 28days COE left)                            
1005100,(1yr 6mths 27days COE left)                            
1024854,(10yrs  COE left)                            
1022629,(4yrs 6mths 1day COE left)                            
996349,(9yrs 6mths 16days COE left)                            
1019387,(2yrs 4days COE left)                            
1029299,
1016079,(1yr 4mths 3days COE left)                            
1003872,
1027204,(9yrs 3mths 28days COE left)                            
1024067,(2yrs 6mths 5days COE left)                            
1010027,(6yrs 6mths 4days COE left)                            
1020264,(9yrs 7mths 6days COE left)                            
992962,(9yrs 7mths 6days COE left)                            
994930,(4yrs 4mths 9days COE left)                            
929426,(2yrs 7mths 12days COE left)                            
1007096,(1yr 5mths  COE left)                            
949663,(9yrs 1mth 4days COE left)                            
1011994,(7yrs 2mths 29days COE left)                            
1023249,(8yrs 3mths 18days COE left)                            
1015562,(7yrs 2mths 27days COE left)                            
1021531,(3yrs 4mths 5days COE left)                            
992564,(7yrs 5mths 13days COE left)                            
1018327,(7yrs 10mths 11days COE left)                            
1016133,(7yrs 7mths 6days COE left)                            
1022809,
956157,(5yrs 2mths 1day COE left)                            
989578,(8yrs 2mths 19days COE left)                            
1003613,(1yr 8mths 2days COE left)                            
1004977,(7yrs 5mths 6days COE left)                            
1010407,(5yrs 11mths 23days COE left)                            
1020867,(4yrs 3mths 8days COE left)                            
1027200,(10yrs  COE left)                            
1027820,(7yrs 7mths 3days COE left)                            
1018863,(4yrs 4mths 10days COE left)                            
1015037,(8yrs 11mths 5days COE left)                            
1028587,(4yrs 14days COE left)                            
1030781,(2yrs 4mths 4days COE left)                            
1009333,(6yrs 2mths 3days COE left)                            
1029288,(2yrs 11mths  COE left)                            
1027168,(8yrs 2mths 1day COE left)                            
1013172,(3yrs 10mths  COE left)                            
990822,(9yrs 6mths 3days COE left)                            
1021563,(10yrs  COE left)                            
1001855,(5yrs 10mths 3days COE left)                            
961487,(7yrs 9mths 21days COE left)                            
1027291,(7yrs 9mths 13days COE left)                            
997715,(4yrs 8mths 11days COE left)                            
975571,(6yrs 6mths 4days COE left)                            
1019730,(8yrs 5mths  COE left)                            
1026601,
1023269,(3yrs 2mths 21days COE left)                            
983635,(8yrs 5mths 9days COE left)                            
951912,(4yrs 16days COE left)                            
1007313,(6yrs 10mths 24days COE left)                            
1021902,(7yrs 6mths 5days COE left)                            
1030234,(1yr 1mth 4days COE left)                            
986251,(1yr 7mths 10days COE left)                            
980333,(10yrs  COE left)                            
1011879,(9yrs 8mths 9days COE left)                            
994976,(6yrs 10mths 15days COE left)                            
996842,(8yrs 9mths 24days COE left)                            
1015120,(7yrs 1mth 3days COE left)                            
1007302,(8yrs 4mths 3days COE left)                            
1025151,(6yrs 6mths 1day COE left)                            
991690,(1yr 7mths 6days COE left)                            
1020128,(9yrs 8mths 20days COE left)                            
1028886,(7yrs 5mths 6days COE left)                            
980870,
1028063,(9yrs 5mths 4days COE left)                            
1009283,(6yrs 5mths 26days COE left)                            
959646,(11mths 27days COE left)                            
1022203,(9yrs 9mths 15days COE left)                            
1026983,(5yrs 9mths 5days COE left)                            
1024697,(4yrs 1mth 15days COE left)                            
1021789,(5yrs 6mths 21days COE left)                            
999372,(4yrs 6mths 10days COE left)                            
1020779,(7yrs 2mths 23days COE left)                            
1018530,(8mths 16days COE left)                            
1018836,(7yrs 10mths 2days COE left)                            
1023071,(1yr 3mths 27days COE left)                            
1012440,(6yrs 11mths 18days COE left)                            
1019017,
889703,"
								N.A.                            "
1026754,(8yrs 23days COE left)                            
1022332,(6yrs 4mths 17days COE left)                            
1029501,"
								N.A.                            "
994538,(4yrs 3mths  COE left)                            
1027220,(5yrs 4mths 2days COE left)                            
1027879,(9yrs 2mths 12days COE left)                            
964591,(4yrs 1mth 14days COE left)                            
1019133,(4yrs 2mths 27days COE left)                            
1002750,(2yrs 9mths 12days COE left)                            
998887,(5yrs 1mth 27days COE left)                            
961560,(10yrs  COE left)                            
1019797,(7yrs 11mths 5days COE left)                            
1004093,(7yrs 10mths 18days COE left)                            
1016298,(3yrs 6days COE left)                            
1025295,(6yrs 21days COE left)                            
1029784,(5mths 6days COE left)                            
1014773,(2yrs 6mths 13days COE left)                            
973832,(4yrs 7mths 1day COE left)                            
1027508,(5yrs 5mths 12days COE left)                            
1028599,(6yrs 19days COE left)                            
1024698,(1yr 3mths 6days COE left)                            
1029912,(7yrs 3mths 3days COE left)                            
986939,(4yrs 11mths 16days COE left)                            
1009123,(5yrs 11mths 14days COE left)                            
1017433,(7yrs 3mths 4days COE left)                            
1025560,(2yrs 1mth 19days COE left)                            
978454,(2yrs 5mths 24days COE left)                            
1027015,(10yrs  COE left)                            
1007655,(5yrs 8mths 25days COE left)                            
1017410,(3yrs 1mth 2days COE left)                            
1022828,(4yrs 8mths 29days COE left)                            
985723,(4yrs 8mths 24days COE left)                            
1002527,(5yrs 2mths 24days COE left)                            
1031032,(3yrs 5mths 29days COE left)                            
1021281,(2yrs 23days COE left)                            
968089,(4yrs 3mths 2days COE left)                            
1026728,(4yrs 3mths 2days COE left)                            
1000628,(2yrs 5mths 2days COE left)                            
1028984,(5yrs 8mths 1day COE left)                            
1014869,(9yrs 8mths 20days COE left)                            
1027190,(5yrs  COE left)                            
991343,(10yrs  COE left)                            
993305,(3yrs 3mths 6days COE left)                            
1026252,(5yrs  COE left)                            
1027058,(2yrs 5mths 28days COE left)                            
961619,(6yrs 11mths 26days COE left)                            
1030118,(9yrs 6mths 5days COE left)                            
847431,(7yrs 4mths 1day COE left)                            
1015407,(1yr 10mths 4days COE left)                            
1029162,(10mths 19days COE left)                            
999789,(3yrs 10mths 28days COE left)                            
1024539,(3yrs 1mth  COE left)                            
985502,(5yrs 7mths 12days COE left)                            
1024355,(1yr 4mths 7days COE left)                            
1022259,(10yrs  COE left)                            
1023604,(2yrs 6mths 2days COE left)                            
1026990,(6yrs 8mths 3days COE left)                            
1019384,(1yr 1mth 5days COE left)                            
1022793,(10yrs  COE left)                            
1026608,(4yrs 5mths 23days COE left)                            
1016595,(8yrs 4mths 13days COE left)                            
1016963,(6yrs 1mth 17days COE left)                            
1022820,(6yrs 2mths 23days COE left)                            
1005548,
1022097,(6yrs 11mths 27days COE left)                            
957323,(10yrs  COE left)                            
1029668,(4yrs 22days COE left)                            
1025860,(6yrs 11mths 10days COE left)                            
1003667,(7yrs 6mths 5days COE left)                            
1022496,(2yrs 4mths 1day COE left)                            
1029636,(9yrs 10mths 13days COE left)                            
1012318,"
								N.A.                            "
1016843,(7yrs 6mths 4days COE left)                            
1013863,(5yrs 8mths 25days COE left)                            
1025429,(6yrs 9mths  COE left)                            
1011760,(6yrs 5mths 22days COE left)                            
1024465,(5yrs 5mths 12days COE left)                            
1005357,(8yrs 7mths 20days COE left)                            
918509,"
								N.A.                            "
1007947,(5yrs  COE left)                            
1023837,(5yrs 11mths 1day COE left)                            
1031086,(1yr 6mths 26days COE left)                            
979251,(5yrs 29days COE left)                            
1027051,(6yrs 11mths 15days COE left)                            
1030720,(4yrs 3mths 3days COE left)                            
1019506,(9yrs 2mths 20days COE left)                            
1008983,(6yrs 8mths 29days COE left)                            
1015280,(6yrs 5mths 2days COE left)                            
1022380,(5yrs 11mths 21days COE left)                            
1026897,(7yrs 6mths  COE left)                            
1020713,(7yrs 8mths  COE left)                            
991472,(4yrs 6mths 5days COE left)                            
1019892,(5yrs 6mths 22days COE left)                            
1020818,(7yrs 4mths 3days COE left)                            
1006528,(2yrs 11mths 12days COE left)                            
986690,(8yrs 11mths 5days COE left)                            
987556,(5yrs  COE left)                            
1008986,(9yrs 7mths 15days COE left)                            
926639,(3yrs 1mth 23days COE left)                            
1015336,(5yrs 9mths 29days COE left)                            
1029055,(2yrs 10mths 21days COE left)                            
1027720,(4yrs 5mths 30days COE left)                            
1019813,(9yrs 1mth 15days COE left)                            
1014316,(6yrs 9mths 21days COE left)                            
1023985,
1015161,(7yrs 3mths 4days COE left)                            
1015081,(5yrs 9mths 6days COE left)                            
1030242,(1yr 7mths 12days COE left)                            
1014621,(4yrs 5mths 4days COE left)                            
986944,(7yrs 4mths 2days COE left)                            
1021036,
1026159,(6yrs 9mths 26days COE left)                            
1024505,(3yrs 7mths 16days COE left)                            
1026542,(4yrs 10mths 5days COE left)                            
1013795,(7yrs 4mths 10days COE left)                            
1026338,(6yrs 6mths 29days COE left)                            
1007297,(1yr 10mths 29days COE left)                            
1027510,(10yrs  COE left)                            
1017644,(9yrs 1mth  COE left)                            
1002743,(2yrs 11days COE left)                            
1028583,(10yrs  COE left)                            
1011015,(2yrs 10days COE left)                            
1029932,(6yrs 5mths 3days COE left)                            
1029970,(6yrs 25days COE left)                            
1021332,(4yrs 5mths 26days COE left)                            
980491,(8yrs 3mths 6days COE left)                            
1025017,(2yrs 2mths 5days COE left)                            
1023135,(4yrs 4mths  COE left)                            
1023685,(6yrs 7mths 30days COE left)                            
1022967,(5yrs  COE left)                            
1028461,(10yrs  COE left)                            
1021275,(1yr 7mths 5days COE left)                            
1020773,(10yrs  COE left)                            
1027738,(7yrs 10mths 3days COE left)                            
1023661,(9yrs 9mths 22days COE left)                            
1028793,(2yrs 5mths 6days COE left)                            
1024690,
1028092,(9yrs 6mths 5days COE left)                            
997270,
985264,(9yrs 5mths 14days COE left)                            
1011083,(3yrs 2mths 10days COE left)                            
1006894,(6yrs 10mths 6days COE left)                            
994733,(5yrs 1mth 18days COE left)                            
1027578,(2yrs 10mths 6days COE left)                            
1005011,(5yrs  COE left)                            
969199,(6yrs 10mths 5days COE left)                            
989812,(4yrs 11mths 18days COE left)                            
1011537,(9yrs 2mths 9days COE left)                            
899931,"
								N.A.                            "
1009119,(9yrs 8mths 5days COE left)                            
1015603,(6yrs 2mths 28days COE left)                            
1005936,(9yrs 7mths 16days COE left)                            
1030263,(9yrs 10mths 15days COE left)                            
1023974,(3yrs 5mths 22days COE left)                            
1014993,(6yrs 1mth 25days COE left)                            
1016496,(9yrs 2mths 6days COE left)                            
967422,(7yrs 24days COE left)                            
1012586,(3yrs 9mths 18days COE left)                            
1030287,(1yr 3days COE left)                            
965032,(5yrs 9mths 12days COE left)                            
1025088,(8yrs 10mths 16days COE left)                            
999670,(9yrs 1mth 15days COE left)                            
903457,(3yrs 4mths  COE left)                            
1029519,(1mth 5days COE left)                            
988383,(8yrs 7mths 22days COE left)                            
994271,(6yrs 29days COE left)                            
1021287,(5yrs 11mths 8days COE left)                            
1006250,(8yrs 2mths 15days COE left)                            
1013494,(5yrs  COE left)                            
1021246,(7yrs 6mths 5days COE left)                            
994468,(10yrs  COE left)                            
1017855,(7yrs 11mths 5days COE left)                            
1028001,(5yrs 9mths 23days COE left)                            
1028863,(6yrs 11mths 20days COE left)                            
1024959,(5yrs 10mths 23days COE left)                            
1020446,(7yrs 7mths 4days COE left)                            
1027888,(10mths 24days COE left)                            
1022463,(3yrs 4mths 4days COE left)                            
1021222,
1026401,(5yrs 9mths 20days COE left)                            
988895,(10yrs  COE left)                            
1025490,(5yrs 5mths 4days COE left)                            
1024654,(7yrs 1mth 11days COE left)                            
1011112,(2yrs 10mths 5days COE left)                            
1004068,
1004114,(6yrs 7mths 18days COE left)                            
1030335,(2yrs 1mth 23days COE left)                            
1000095,(5yrs 1day COE left)                            
1029115,(6yrs 7mths 17days COE left)                            
1030673,(6yrs 11mths 24days COE left)                            
1010418,(8yrs 10mths 15days COE left)                            
1004759,(6yrs 10mths 30days COE left)                            
1030397,(5yrs  COE left)                            
944165,(4yrs 3days COE left)                            
1015840,(9yrs 2days COE left)                            
1025174,(5yrs 2mths 30days COE left)                            
1015621,(4yrs 7mths 20days COE left)                            
1006019,(7yrs 11mths 22days COE left)                            
1010557,(6yrs 3mths 4days COE left)                            
1010156,(1yr 5mths 19days COE left)                            
1022499,(2yrs 10mths 27days COE left)                            
1018525,(8yrs 2mths 28days COE left)                            
1020832,
968406,(6yrs 6mths 5days COE left)                            
949196,(7yrs 7mths 29days COE left)                            
998143,(5yrs 2mths 8days COE left)                            
1019189,(7yrs 1mth 24days COE left)                            
1017232,(3yrs 6days COE left)                            
985122,
1013309,(9yrs 5mths 20days COE left)                            
1007164,(5yrs 9mths 23days COE left)                            
984521,(5yrs 1mth 25days COE left)                            
1011437,(5yrs 7mths 5days COE left)                            
1020372,(6yrs 1mth 21days COE left)                            
1027218,(5yrs 1mth 18days COE left)                            
1008178,(1yr 2mths  COE left)                            
1005930,(7yrs 7mths 30days COE left)                            
1005275,(3yrs 11mths 16days COE left)                            
1005447,(6yrs 6mths 5days COE left)                            
1026873,(3yrs 2mths 5days COE left)                            
984337,(6yrs 11mths 5days COE left)                            
983837,(6yrs 27days COE left)                            
1025558,(8yrs 17days COE left)                            
1020391,(4yrs 7mths 6days COE left)                            
979767,(6yrs 8mths 2days COE left)                            
1001690,(9yrs 7mths 1day COE left)                            
1002465,(5yrs 1mth 19days COE left)                            
1011849,(3yrs 3mths 2days COE left)                            
918984,(7yrs 4mths 13days COE left)                            
1027564,(1yr 26days COE left)                            
982663,(2yrs 30days COE left)                            
1022868,(2yrs 1mth 17days COE left)                            
1030018,(4yrs 11mths 21days COE left)                            
1019475,(6yrs 1mth 3days COE left)                            
1011508,(6yrs 3mths 18days COE left)                            
996791,(4yrs 6mths 23days COE left)                            
987865,(7yrs 10mths 24days COE left)                            
977230,(4yrs 3mths 2days COE left)                            
1028928,(4yrs 6mths 15days COE left)                            
1018613,(4yrs 6mths 1day COE left)                            
1019250,(5mths 3days COE left)                            
993003,(7yrs 11mths 1day COE left)                            
1010324,(8yrs 1mth 21days COE left)                            
1030973,(2mths 2days COE left)                            
1006020,(9yrs 6mths 24days COE left)                            
1023147,(9yrs 7mths 16days COE left)                            
1020085,(8yrs 2mths 15days COE left)                            
983738,(4yrs 6mths 5days COE left)                            
999769,(4yrs 2mths 24days COE left)                            
1015753,(4yrs 1mth 18days COE left)                            
1010644,(4yrs 5mths 28days COE left)                            
1029743,
975748,(6yrs 11mths 25days COE left)                            
1029910,(3yrs 5mths 19days COE left)                            
963944,(8yrs 11mths 19days COE left)                            
1023044,(4yrs 9mths 13days COE left)                            
1030648,(9yrs 3mths 3days COE left)                            
1030330,(2yrs 5mths 4days COE left)                            
933536,(8yrs 8mths  COE left)                            
1023195,(6yrs 11mths 15days COE left)                            
977397,(7yrs 3mths 5days COE left)                            
1027446,(7yrs 1mth 11days COE left)                            
1025674,(8yrs 4mths 18days COE left)                            
1023839,(6yrs 20days COE left)                            
958124,(4yrs 5mths 6days COE left)                            
1013994,(8yrs 10mths 6days COE left)                            
967640,(5yrs 7mths 5days COE left)                            
1010123,(3yrs 3mths 6days COE left)                            
1030035,(7yrs 10mths 6days COE left)                            
1008093,(9yrs 5mths 6days COE left)                            
1023111,(6yrs 2mths 22days COE left)                            
1007099,(9yrs 7mths 22days COE left)                            
1017698,(8yrs 1mth 3days COE left)                            
1027317,(3yrs 11mths 25days COE left)                            
1018952,(4yrs 5mths 4days COE left)                            
1027368,(5yrs 12days COE left)                            
1009153,(2yrs 1mth 15days COE left)                            
1009857,(4yrs 2mths 4days COE left)                            
994222,(9yrs 6mths 4days COE left)                            
1020682,(6yrs 5mths 14days COE left)                            
1017735,(10yrs  COE left)                            
1026106,(10mths 15days COE left)                            
1024937,(7yrs 9mths 26days COE left)                            
1007422,(6yrs 10mths 29days COE left)                            
1023739,(3yrs 7mths 27days COE left)                            
1027698,(9yrs 10mths 5days COE left)                            
1025073,(1yr 8mths  COE left)                            
996681,(4yrs 2mths 18days COE left)                            
1023101,(5yrs  COE left)                            
893742,(8yrs 5mths 6days COE left)                            
1008432,(4yrs 8mths 12days COE left)                            
1017517,(3yrs 4mths  COE left)                            
976705,(1yr 5mths 20days COE left)                            
935892,(6yrs 2mths 8days COE left)                            
1022026,(2yrs 6mths 3days COE left)                            
1023531,(6yrs 10mths 6days COE left)                            
1010303,(3yrs 2mths 3days COE left)                            
1029828,(4yrs 9mths 3days COE left)                            
1028817,(10yrs  COE left)                            
1030171,(3yrs 10mths 27days COE left)                            
1007884,(10yrs  COE left)                            
1022801,(5yrs 11mths 10days COE left)                            
996185,(10yrs  COE left)                            
1028931,(1yr 7mths 30days COE left)                            
1025957,(4yrs 8mths 2days COE left)                            
969850,(9yrs 3mths 14days COE left)                            
1031104,(10yrs  COE left)                            
999640,(9yrs 7mths 1day COE left)                            
1019544,(8yrs 3mths 12days COE left)                            
968328,(3yrs 6mths 24days COE left)                            
1017859,(4yrs 7mths 22days COE left)                            
1001498,
1027189,(6yrs 1mth 26days COE left)                            
975554,(9yrs 4mths 12days COE left)                            
1024919,(6yrs 5mths 10days COE left)                            
1020272,(1yr 7mths 6days COE left)                            
986455,(10yrs  COE left)                            
992087,(4yrs 9mths 3days COE left)                            
1018908,(6yrs 9mths 6days COE left)                            
1002086,(5yrs 2mths 21days COE left)                            
1020099,(7yrs 4mths 17days COE left)                            
1012424,(5yrs 5mths 8days COE left)                            
1013128,(7yrs 11mths 5days COE left)                            
1026936,(5yrs  COE left)                            
1023316,(7yrs 11mths 5days COE left)                            
1021879,(3yrs 10mths 25days COE left)                            
1002797,
1020430,(6yrs 6mths 21days COE left)                            
986548,(5yrs 4mths 22days COE left)                            
1030164,(1yr 3mths 6days COE left)                            
959758,(4yrs 7mths 27days COE left)                            
944605,"
								06-Oct-2011                            "
1027900,(3yrs 9mths 11days COE left)                            
1028706,(8yrs 10mths 6days COE left)                            
981579,(6yrs 4mths  COE left)                            
1018534,(10yrs  COE left)                            
1023520,(1yr 1mth 15days COE left)                            
1028515,(10yrs  COE left)                            
1019700,(5yrs 22days COE left)                            
1023570,(1yr 7mths 14days COE left)                            
1022639,(7yrs 7mths 19days COE left)                            
863793,(6yrs 6mths  COE left)                            
983537,(6yrs 7mths 19days COE left)                            
1013356,(2yrs 10mths 2days COE left)                            
1029792,(3yrs 8mths 3days COE left)                            
979853,(4yrs 6mths 8days COE left)                            
988632,(8yrs 5mths  COE left)                            
1007571,(3yrs 11mths 4days COE left)                            
1000992,
1026051,(4yrs 11mths 18days COE left)                            
1006947,(6yrs 5mths 21days COE left)                            
988815,(2yrs 4mths 1day COE left)                            
1020528,(9yrs 9mths 10days COE left)                            
1019153,(7yrs 10mths 3days COE left)                            
1028061,(5yrs 4mths 26days COE left)                            
1023905,(4yrs 24days COE left)                            
964087,(5yrs 9mths 1day COE left)                            
1013367,(6yrs 10mths 10days COE left)                            
1028405,(3yrs 7mths 24days COE left)                            
1028403,(2yrs 11mths 17days COE left)                            
995002,(8yrs 1mth 3days COE left)                            
1009785,(4yrs 29days COE left)                            
1022782,(3yrs 5days COE left)                            
1009795,(5yrs 3mths 28days COE left)                            
1024848,(9yrs 9mths 24days COE left)                            
1026672,(8yrs 8mths 5days COE left)                            
966039,(8yrs 9mths 24days COE left)                            
1030174,(1yr 7mths 26days COE left)                            
1028381,(4yrs 4mths 16days COE left)                            
978378,(1yr 8mths 5days COE left)                            
1026110,(4yrs 3mths 3days COE left)                            
1027062,(7yrs 5mths 6days COE left)                            
1030361,(8yrs 10mths 6days COE left)                            
1022051,(3yrs 6mths 25days COE left)                            
1018246,(8yrs 3mths 12days COE left)                            
1025182,(9yrs 3mths 6days COE left)                            
1019300,(8yrs 4mths 4days COE left)                            
1030836,(10yrs  COE left)                            
1024764,(9yrs 1day COE left)                            
1021300,(7yrs 1mth 17days COE left)                            
1017470,(2yrs 7mths 2days COE left)                            
1028680,(7mths 12days COE left)                            
1015006,(8yrs 2mths 7days COE left)                            
1016328,(5yrs 23days COE left)                            
1020662,(4yrs 5mths 19days COE left)                            
1029078,(7yrs 14days COE left)                            
996105,(2yrs 7mths 6days COE left)                            
1019820,(4yrs 11mths 15days COE left)                            
1000851,(2yrs 10mths 6days COE left)                            
1030600,(1yr 1mth 3days COE left)                            
1002592,(3yrs 2mths 27days COE left)                            
1024225,
1009561,(6yrs 3mths 18days COE left)                            
1023484,(7yrs 5mths 27days COE left)                            
1027399,(8yrs 8mths 28days COE left)                            
1030044,(5yrs 6mths  COE left)                            
1009049,(8yrs 2mths 21days COE left)                            
1020636,(5yrs 10mths 5days COE left)                            
1011913,(9yrs 3mths 9days COE left)                            
1029727,(3yrs 10mths 12days COE left)                            
1031324,(1yr 1mth 7days COE left)                            
983198,(9yrs 6mths 3days COE left)                            
1012750,(5yrs 1mth 4days COE left)                            
1005442,(7yrs 4mths 3days COE left)                            
1030060,(4yrs 4mths 16days COE left)                            
1019140,(4yrs 2mths 13days COE left)                            
1014154,(1yr 10mths 2days COE left)                            
1027004,(2yrs 7mths 14days COE left)                            
1021343,(10yrs  COE left)                            
1025223,(5yrs 10mths 2days COE left)                            
1009148,(7yrs 3mths 23days COE left)                            
1025307,(6yrs 11mths 14days COE left)                            
999331,(4yrs 9mths 15days COE left)                            
1030572,(1yr 4mths 7days COE left)                            
979140,(5yrs 4mths 9days COE left)                            
1000840,(5yrs 4mths 26days COE left)                            
1001203,(4yrs 7mths 8days COE left)                            
996845,(7yrs 3mths 24days COE left)                            
1023059,(9yrs 3mths 27days COE left)                            
1030842,(10yrs  COE left)                            
974960,(6yrs 6mths 15days COE left)                            
1030715,(6yrs 10mths 5days COE left)                            
1017042,(4yrs 3mths  COE left)                            
1028907,(8yrs 7mths 29days COE left)                            
1018220,
1020721,(7yrs 1mth 10days COE left)                            
973382,(4yrs 7mths 27days COE left)                            
1029394,(8yrs 11mths 5days COE left)                            
979054,(9yrs 1mth 5days COE left)                            
1029268,(3yrs 11mths 5days COE left)                            
1026814,(7yrs 28days COE left)                            
1020153,(1yr 5mths 19days COE left)                            
1020565,(4yrs 2mths 3days COE left)                            
1027346,
1017259,(6yrs 14days COE left)                            
1009522,(4yrs 3mths 1day COE left)                            
1013335,(6yrs 1mth 3days COE left)                            
1023895,(9yrs 4mths  COE left)                            
995469,(4yrs 4mths 4days COE left)                            
1007378,(1yr 4mths 3days COE left)                            
988104,(11mths 8days COE left)                            
1025378,(8yrs 4mths 14days COE left)                            
1026176,(9yrs 10mths  COE left)                            
1024161,(6yrs 28days COE left)                            
1020032,(8yrs 2mths 15days COE left)                            
996808,(4yrs 4mths 1day COE left)                            
1005417,
1029976,(9yrs 7mths 6days COE left)                            
996703,
1005411,(5yrs 5days COE left)                            
1029451,(6yrs 4mths 26days COE left)                            
1026923,(7yrs 10mths 23days COE left)                            
1007910,(6yrs 3mths 14days COE left)                            
1011458,(5yrs 30days COE left)                            
1031204,(9yrs 6mths 5days COE left)                            
991029,(6yrs 7mths 30days COE left)                            
1017529,(7yrs 5mths 6days COE left)                            
1014261,(6yrs 1mth 11days COE left)                            
1010501,(4yrs 9mths 2days COE left)                            
1017370,(5yrs 2mths 18days COE left)                            
1002808,(3yrs 5mths 11days COE left)                            
963393,
1029767,(8yrs 3mths 25days COE left)                            
1022563,(8yrs 11mths 2days COE left)                            
997530,
